State,district,statecd,id,districtID,stateID,nytID,party,bernieBin
CA,2,CA2,1523,22,4,H001068,D,3
CA,2,CA2,1524,22,4,H001068,D,3
CA,2,CA2,1618,22,4,H001068,D,3
CA,2,CA2,1619,22,4,H001068,D,3
CA,3,CA3,1525,23,4,G000559,D,1
CA,3,CA3,1526,23,4,G000559,D,1
CA,3,CA3,1620,23,4,G000559,D,1
CA,3,CA3,1621,23,4,G000559,D,1
CA,3,CA3,1622,23,4,G000559,D,1
CA,4,CA4,1530,24,4,M001177,R,1
CA,4,CA4,1625,24,4,M001177,R,1
CA,4,CA4,1626,24,4,M001177,R,1
CA,4,CA4,1720,24,4,M001177,R,1
CA,4,CA4,1816,24,4,M001177,R,1
CA,5,CA5,1712,25,4,T000460,D,3
CA,5,CA5,1713,25,4,T000460,D,3
CA,5,CA5,1714,25,4,T000460,D,3
CA,5,CA5,1808,25,4,T000460,D,3
CA,5,CA5,1809,25,4,T000460,D,3
CA,6,CA6,1715,26,4,M001163,D,2
CA,6,CA6,1716,26,4,M001163,D,2
CA,6,CA6,1810,26,4,M001163,D,2
CA,6,CA6,1811,26,4,M001163,D,2
CA,6,CA6,1812,26,4,M001163,D,2
CA,7,CA7,1717,27,4,B001287,D,1
CA,7,CA7,1718,27,4,B001287,D,1
CA,7,CA7,1719,27,4,B001287,D,1
CA,7,CA7,1813,27,4,B001287,D,1
CA,7,CA7,1814,27,4,B001287,D,1
CA,8,CA8,3434,28,4,C001094,R,1
CA,8,CA8,3435,28,4,C001094,R,1
CA,8,CA8,3530,28,4,C001094,R,1
CA,8,CA8,3624,28,4,C001094,R,1
CA,8,CA8,3625,28,4,C001094,R,1
CA,9,CA9,1815,29,4,M001166,D,1
CA,9,CA9,1909,29,4,M001166,D,1
CA,9,CA9,1910,29,4,M001166,D,1
CA,9,CA9,2005,29,4,M001166,D,1
CA,9,CA9,2006,29,4,M001166,D,1
CA,10,CA10,2193,30,4,D000612,R,1
CA,10,CA10,2194,30,4,D000612,R,1
CA,10,CA10,2099,30,4,D000612,R,1
CA,10,CA10,2100,30,4,D000612,R,1
CA,10,CA10,2195,30,4,D000612,R,1
CA,11,CA11,1905,31,4,D000623,D,2
CA,11,CA11,1906,31,4,D000623,D,2
CA,11,CA11,1907,31,4,D000623,D,2
CA,11,CA11,2001,31,4,D000623,D,2
CA,11,CA11,2002,31,4,D000623,D,2
CA,12,CA12,1807,32,4,P000197,D,4
CA,12,CA12,1901,32,4,P000197,D,4
CA,12,CA12,1902,32,4,P000197,D,4
CA,12,CA12,1997,32,4,P000197,D,4
CA,12,CA12,1998,32,4,P000197,D,4
CA,13,CA13,1903,33,4,L000551,D,4
CA,13,CA13,1904,33,4,L000551,D,4
CA,13,CA13,1999,33,4,L000551,D,4
CA,13,CA13,2000,33,4,L000551,D,4
CA,13,CA13,2094,33,4,L000551,D,4
CA,14,CA14,2092,34,4,S001175,D,1
CA,14,CA14,2093,34,4,S001175,D,1
CA,14,CA14,2188,34,4,S001175,D,1
CA,14,CA14,2189,34,4,S001175,D,1
CA,14,CA14,2282,34,4,S001175,D,1
CA,15,CA15,1908,35,4,S001193,D,1
CA,15,CA15,2003,35,4,S001193,D,1
CA,15,CA15,2004,35,4,S001193,D,1
CA,15,CA15,2097,35,4,S001193,D,1
CA,15,CA15,2098,35,4,S001193,D,1
CA,16,CA16,2288,36,4,C001059,D,1
CA,16,CA16,2289,36,4,C001059,D,1
CA,16,CA16,2383,36,4,C001059,D,1
CA,16,CA16,2384,36,4,C001059,D,1
CA,16,CA16,2385,36,4,C001059,D,1
CA,17,CA17,2095,37,4,H001034,D,2
CA,17,CA17,2096,37,4,H001034,D,2
CA,17,CA17,2190,37,4,H001034,D,2
CA,17,CA17,2191,37,4,H001034,D,2
CA,17,CA17,2192,37,4,H001034,D,2
CA,18,CA18,2283,38,4,E000215,D,2
CA,18,CA18,2284,38,4,E000215,D,2
CA,18,CA18,2378,38,4,E000215,D,2
CA,18,CA18,2379,38,4,E000215,D,2
CA,18,CA18,2380,38,4,E000215,D,2
CA,19,CA19,2285,39,4,L000397,D,1
CA,19,CA19,2286,39,4,L000397,D,1
CA,19,CA19,2287,39,4,L000397,D,1
CA,19,CA19,2381,39,4,L000397,D,1
CA,19,CA19,2382,39,4,L000397,D,1
CA,20,CA20,2472,40,4,F000030,D,2
CA,20,CA20,2473,40,4,F000030,D,2
CA,20,CA20,2474,40,4,F000030,D,2
CA,20,CA20,2568,40,4,F000030,D,2
CA,20,CA20,2569,40,4,F000030,D,2
CA,21,CA21,2475,41,4,V000129,R,0
CA,21,CA21,2476,41,4,V000129,R,0
CA,21,CA21,2570,41,4,V000129,R,0
CA,21,CA21,2571,41,4,V000129,R,0
CA,21,CA21,2572,41,4,V000129,R,0
CA,22,CA22,2196,42,4,N000181,R,1
CA,22,CA22,2290,42,4,N000181,R,1
CA,22,CA22,2291,42,4,N000181,R,1
CA,22,CA22,2386,42,4,N000181,R,1
CA,22,CA22,2387,42,4,N000181,R,1
CA,23,CA23,2477,43,4,M001165,R,1
CA,23,CA23,2478,43,4,M001165,R,1
CA,23,CA23,2479,43,4,M001165,R,1
CA,23,CA23,2573,43,4,M001165,R,1
CA,23,CA23,2574,43,4,M001165,R,1
CA,24,CA24,2663,44,4,C001036,D,3
CA,24,CA24,2664,44,4,C001036,D,3
CA,24,CA24,2665,44,4,C001036,D,3
CA,24,CA24,2759,44,4,C001036,D,3
CA,24,CA24,2760,44,4,C001036,D,3
CA,25,CA25,2666,45,4,K000387,R,1
CA,25,CA25,2667,45,4,K000387,R,1
CA,25,CA25,2761,45,4,K000387,R,1
CA,25,CA25,2762,45,4,K000387,R,1
CA,25,CA25,2763,45,4,K000387,R,1
CA,26,CA26,2854,46,4,B001285,D,1
CA,26,CA26,2855,46,4,B001285,D,1
CA,26,CA26,2949,46,4,B001285,D,1
CA,26,CA26,2950,46,4,B001285,D,1
CA,26,CA26,2951,46,4,B001285,D,1
CA,27,CA27,2480,47,4,C001080,D,3
CA,27,CA27,2481,47,4,C001080,D,3
CA,27,CA27,2576,47,4,C001080,D,3
CA,27,CA27,2577,47,4,C001080,D,3
CA,27,CA27,2671,47,4,C001080,D,3
CA,28,CA28,2575,48,4,S001150,D,3
CA,28,CA28,2670,48,4,S001150,D,3
CA,28,CA28,2669,48,4,S001150,D,3
CA,28,CA28,2668,48,4,S001150,D,3
CA,28,CA28,2765,48,4,S001150,D,3
CA,29,CA29,2764,49,4,C001097,D,1
CA,29,CA29,2858,49,4,C001097,D,1
CA,29,CA29,2859,49,4,C001097,D,1
CA,29,CA29,2954,49,4,C001097,D,1
CA,29,CA29,2955,49,4,C001097,D,1
CA,30,CA30,2856,50,4,S000344,D,2
CA,30,CA30,2857,50,4,S000344,D,2
CA,30,CA30,2952,50,4,S000344,D,2
CA,30,CA30,2953,50,4,S000344,D,2
CA,30,CA30,3047,50,4,S000344,D,2
CA,31,CA31,2672,51,4,A000371,D,1
CA,31,CA31,2767,51,4,A000371,D,1
CA,31,CA31,2768,51,4,A000371,D,1
CA,31,CA31,2769,51,4,A000371,D,1
CA,31,CA31,2863,51,4,A000371,D,1
CA,32,CA32,2766,52,4,N000179,D,1
CA,32,CA32,2860,52,4,N000179,D,1
CA,32,CA32,2861,52,4,N000179,D,1
CA,32,CA32,2956,52,4,N000179,D,1
CA,32,CA32,2957,52,4,N000179,D,1
CA,33,CA33,3044,53,4,L000582,D,3
CA,33,CA33,3045,53,4,L000582,D,3
CA,33,CA33,3046,53,4,L000582,D,3
CA,33,CA33,3140,53,4,L000582,D,3
CA,33,CA33,3141,53,4,L000582,D,3
CA,34,CA34,3145,54,4,B000287,D,2
CA,34,CA34,3146,54,4,B000287,D,2
CA,34,CA34,3239,54,4,B000287,D,2
CA,34,CA34,3240,54,4,B000287,D,2
CA,34,CA34,3241,54,4,B000287,D,2
CA,35,CA35,2862,55,4,T000474,D,1
CA,35,CA35,2958,55,4,T000474,D,1
CA,35,CA35,2959,55,4,T000474,D,1
CA,35,CA35,3053,55,4,T000474,D,1
CA,35,CA35,3054,55,4,T000474,D,1
CA,36,CA36,3719,56,4,R000599,D,1
CA,36,CA36,3720,56,4,R000599,D,1
CA,36,CA36,3814,56,4,R000599,D,1
CA,36,CA36,3815,56,4,R000599,D,1
CA,36,CA36,3911,56,4,R000599,D,1
CA,37,CA37,3048,57,4,B001270,D,2
CA,37,CA37,3049,57,4,B001270,D,2
CA,37,CA37,3142,57,4,B001270,D,2
CA,37,CA37,3143,57,4,B001270,D,2
CA,37,CA37,3144,57,4,B001270,D,2
CA,38,CA38,3052,58,4,S001156,D,0
CA,38,CA38,3051,58,4,S001156,D,0
CA,38,CA38,3050,58,4,S001156,D,0
CA,38,CA38,3148,58,4,S001156,D,0
CA,38,CA38,3147,58,4,S001156,D,0
CA,39,CA39,3242,59,4,R000487,R,1
CA,39,CA39,3243,59,4,R000487,R,1
CA,39,CA39,3337,59,4,R000487,R,1
CA,39,CA39,3338,59,4,R000487,R,1
CA,39,CA39,3339,59,4,R000487,R,1
CA,40,CA40,3335,60,4,R000486,D,1
CA,40,CA40,3336,60,4,R000486,D,1
CA,40,CA40,3430,60,4,R000486,D,1
CA,40,CA40,3431,60,4,R000486,D,1
CA,40,CA40,3526,60,4,R000486,D,1
CA,41,CA41,3149,61,4,T000472,D,1
CA,41,CA41,3150,61,4,T000472,D,1
CA,41,CA41,3244,61,4,T000472,D,1
CA,41,CA41,3245,61,4,T000472,D,1
CA,41,CA41,3340,61,4,T000472,D,1
CA,42,CA42,3432,62,4,C000059,R,1
CA,42,CA42,3433,62,4,C000059,R,1
CA,42,CA42,3527,62,4,C000059,R,1
CA,42,CA42,3528,62,4,C000059,R,1
CA,42,CA42,3529,62,4,C000059,R,1
CA,43,CA43,3235,63,4,W000187,D,1
CA,43,CA43,3236,63,4,W000187,D,1
CA,43,CA43,3237,63,4,W000187,D,1
CA,43,CA43,3331,63,4,W000187,D,1
CA,43,CA43,3332,63,4,W000187,D,1
CA,44,CA44,3238,64,4,H001063,D,1
CA,44,CA44,3333,64,4,H001063,D,1
CA,44,CA44,3334,64,4,H001063,D,1
CA,44,CA44,3428,64,4,H001063,D,1
CA,44,CA44,3429,64,4,H001063,D,1
CA,45,CA45,3623,65,4,W000820,R,1
CA,45,CA45,3622,65,4,W000820,R,1
CA,45,CA45,3621,65,4,W000820,R,1
CA,45,CA45,3718,65,4,W000820,R,1
CA,45,CA45,3717,65,4,W000820,R,1
CA,46,CA46,3524,66,4,S000030,D,1
CA,46,CA46,3525,66,4,S000030,D,1
CA,46,CA46,3618,66,4,S000030,D,1
CA,46,CA46,3619,66,4,S000030,D,1
CA,46,CA46,3620,66,4,S000030,D,1
CA,47,CA47,3426,67,4,L000579,D,1
CA,47,CA47,3427,67,4,L000579,D,1
CA,47,CA47,3522,67,4,L000579,D,1
CA,47,CA47,3523,67,4,L000579,D,1
CA,47,CA47,3617,67,4,L000579,D,1
CA,48,CA48,3712,68,4,R000409,R,1
CA,48,CA48,3713,68,4,R000409,R,1
CA,48,CA48,3714,68,4,R000409,R,1
CA,48,CA48,3807,68,4,R000409,R,1
CA,48,CA48,3808,68,4,R000409,R,1
CA,49,CA49,3715,69,4,I000056,R,1
CA,49,CA49,3716,69,4,I000056,R,1
CA,49,CA49,3809,69,4,I000056,R,1
CA,49,CA49,3810,69,4,I000056,R,1
CA,49,CA49,3811,69,4,I000056,R,1
CA,50,CA50,3812,70,4,H001048,R,1
CA,50,CA50,3813,70,4,H001048,R,1
CA,50,CA50,3908,70,4,H001048,R,1
CA,50,CA50,3909,70,4,H001048,R,1
CA,50,CA50,3910,70,4,H001048,R,1
CA,51,CA51,4005,71,4,V000130,D,1
CA,51,CA51,4006,71,4,V000130,D,1
CA,51,CA51,4101,71,4,V000130,D,1
CA,51,CA51,4102,71,4,V000130,D,1
CA,51,CA51,4103,71,4,V000130,D,1
CA,52,CA52,3905,72,4,P000608,D,1
CA,52,CA52,3906,72,4,P000608,D,1
CA,52,CA52,3907,72,4,P000608,D,1
CA,52,CA52,4001,72,4,P000608,D,1
CA,52,CA52,4002,72,4,P000608,D,1
CA,53,CA53,4003,73,4,D000598,D,4
CA,53,CA53,4004,73,4,D000598,D,4
CA,53,CA53,4098,73,4,D000598,D,4
CA,53,CA53,4099,73,4,D000598,D,4
CA,53,CA53,4100,73,4,D000598,D,4
CO,1,CO1,3066,74,5,D000197,D,3
CO,1,CO1,3161,74,5,D000197,D,3
CO,1,CO1,3162,74,5,D000197,D,3
CO,1,CO1,3255,74,5,D000197,D,3
CO,1,CO1,3256,74,5,D000197,D,3
CO,2,CO2,2967,75,5,P000598,D,4
CO,2,CO2,2968,75,5,P000598,D,4
CO,2,CO2,2969,75,5,P000598,D,4
CO,2,CO2,2872,75,5,P000598,D,4
CO,2,CO2,2873,75,5,P000598,D,4
CO,3,CO3,3062,76,5,T000470,R,2
CO,3,CO3,3157,76,5,T000470,R,2
CO,3,CO3,3158,76,5,T000470,R,2
CO,3,CO3,3252,76,5,T000470,R,2
CO,3,CO3,3253,76,5,T000470,R,2
CO,4,CO4,3067,77,5,B001297,R,1
CO,4,CO4,3068,77,5,B001297,R,1
CO,4,CO4,3163,77,5,B001297,R,1
CO,4,CO4,3257,77,5,B001297,R,1
CO,4,CO4,3258,77,5,B001297,R,1
CO,5,CO5,3063,78,5,L000564,R,2
CO,5,CO5,3064,78,5,L000564,R,2
CO,5,CO5,3159,78,5,L000564,R,2
CO,5,CO5,3160,78,5,L000564,R,2
CO,5,CO5,3254,78,5,L000564,R,2
CO,6,CO6,2876,79,5,C001077,R,1
CO,6,CO6,2877,79,5,C001077,R,1
CO,6,CO6,2878,79,5,C001077,R,1
CO,6,CO6,2972,79,5,C001077,R,1
CO,6,CO6,2973,79,5,C001077,R,1
CO,7,CO7,2874,80,5,P000593,D,1
CO,7,CO7,2875,80,5,P000593,D,1
CO,7,CO7,2970,80,5,P000593,D,1
CO,7,CO7,2971,80,5,P000593,D,1
CO,7,CO7,3065,80,5,P000593,D,1
CT,1,CT1,1313,81,6,L000557,D,2
CT,1,CT1,1314,81,6,L000557,D,2
CT,1,CT1,1315,81,6,L000557,D,2
CT,1,CT1,1219,81,6,L000557,D,2
CT,1,CT1,1218,81,6,L000557,D,2
CT,2,CT2,1220,82,6,C001069,D,1
CT,2,CT2,1221,82,6,C001069,D,1
CT,2,CT2,1316,82,6,C001069,D,1
CT,2,CT2,1410,82,6,C001069,D,1
CT,2,CT2,1411,82,6,C001069,D,1
CT,3,CT3,1408,83,6,D000216,D,2
CT,3,CT3,1409,83,6,D000216,D,2
CT,3,CT3,1506,83,6,D000216,D,2
CT,3,CT3,1505,83,6,D000216,D,2
CT,3,CT3,1504,83,6,D000216,D,2
CT,4,CT4,1406,84,6,H001047,D,1
CT,4,CT4,1407,84,6,H001047,D,1
CT,4,CT4,1503,84,6,H001047,D,1
CT,4,CT4,1502,84,6,H001047,D,1
CT,4,CT4,1501,84,6,H001047,D,1
CT,5,CT5,1217,85,6,E000293,D,2
CT,5,CT5,1216,85,6,E000293,D,2
CT,5,CT5,1215,85,6,E000293,D,2
CT,5,CT5,1311,85,6,E000293,D,2
CT,5,CT5,1312,85,6,E000293,D,2
DE,0,DE0,2536,86,7,C001083,D,1
DE,0,DE0,2537,86,7,C001083,D,1
DE,0,DE0,2442,86,7,C001083,D,1
DE,0,DE0,2346,86,7,C001083,D,1
DE,0,DE0,2252,86,7,C001083,D,1
FL,1,FL1,4223,87,8,M001144,R,1
FL,1,FL1,4224,87,8,M001144,R,1
FL,1,FL1,4225,87,8,M001144,R,1
FL,1,FL1,4319,87,8,M001144,R,1
FL,1,FL1,4320,87,8,M001144,R,1
FL,2,FL2,4226,88,8,G000575,D,1
FL,2,FL2,4227,88,8,G000575,D,1
FL,2,FL2,4321,88,8,G000575,D,1
FL,2,FL2,4322,88,8,G000575,D,1
FL,2,FL2,4323,88,8,G000575,D,1
FL,3,FL3,4413,89,8,Y000065,R,0
FL,3,FL3,4414,89,8,Y000065,R,0
FL,3,FL3,4415,89,8,Y000065,R,0
FL,3,FL3,4509,89,8,Y000065,R,0
FL,3,FL3,4510,89,8,Y000065,R,0
FL,4,FL4,4511,90,8,C001045,R,1
FL,4,FL4,4512,90,8,C001045,R,1
FL,4,FL4,4416,90,8,C001045,R,1
FL,4,FL4,4417,90,8,C001045,R,1
FL,4,FL4,4418,90,8,C001045,R,1
FL,5,FL5,4516,91,8,B000911,D,2
FL,5,FL5,4517,91,8,B000911,D,2
FL,5,FL5,4610,91,8,B000911,D,2
FL,5,FL5,4611,91,8,B000911,D,2
FL,5,FL5,4612,91,8,B000911,D,2
FL,6,FL6,4518,92,8,D000621,R,1
FL,6,FL6,4519,92,8,D000621,R,1
FL,6,FL6,4520,92,8,D000621,R,1
FL,6,FL6,4614,92,8,D000621,R,1
FL,6,FL6,4613,92,8,D000621,R,1
FL,7,FL7,4709,93,8,M000689,R,1
FL,7,FL7,4708,93,8,M000689,R,1
FL,7,FL7,4707,93,8,M000689,R,1
FL,7,FL7,4802,93,8,M000689,R,1
FL,7,FL7,4803,93,8,M000689,R,1
FL,8,FL8,4710,94,8,P000599,R,2
FL,8,FL8,4805,94,8,P000599,R,2
FL,8,FL8,4615,94,8,P000599,R,2
FL,8,FL8,4711,94,8,P000599,R,2
FL,8,FL8,4806,94,8,P000599,R,2
FL,9,FL9,4804,95,8,G000556,D,1
FL,9,FL9,4900,95,8,G000556,D,1
FL,9,FL9,4899,95,8,G000556,D,1
FL,9,FL9,4898,95,8,G000556,D,1
FL,9,FL9,4993,95,8,G000556,D,1
FL,10,FL10,4704,96,8,W000806,R,2
FL,10,FL10,4705,96,8,W000806,R,2
FL,10,FL10,4706,96,8,W000806,R,2
FL,10,FL10,4800,96,8,W000806,R,2
FL,10,FL10,4801,96,8,W000806,R,2
FL,11,FL11,4513,97,8,N000185,R,1
FL,11,FL11,4514,97,8,N000185,R,1
FL,11,FL11,4515,97,8,N000185,R,1
FL,11,FL11,4608,97,8,N000185,R,1
FL,11,FL11,4609,97,8,N000185,R,1
FL,12,FL12,5089,98,8,B001257,R,1
FL,12,FL12,5184,98,8,B001257,R,1
FL,12,FL12,4994,98,8,B001257,R,1
FL,12,FL12,5090,98,8,B001257,R,1
FL,12,FL12,5185,98,8,B001257,R,1
FL,13,FL13,4897,99,8,J000296,R,1
FL,13,FL13,4992,99,8,J000296,R,1
FL,13,FL13,4896,99,8,J000296,R,1
FL,13,FL13,4991,99,8,J000296,R,1
FL,13,FL13,5087,99,8,J000296,R,1
FL,14,FL14,5088,100,8,C001066,D,2
FL,14,FL14,5183,100,8,C001066,D,2
FL,14,FL14,5279,100,8,C001066,D,2
FL,14,FL14,5182,100,8,C001066,D,2
FL,14,FL14,5278,100,8,C001066,D,2
FL,15,FL15,5281,101,8,R000593,R,1
FL,15,FL15,5280,101,8,R000593,R,1
FL,15,FL15,5375,101,8,R000593,R,1
FL,15,FL15,5376,101,8,R000593,R,1
FL,15,FL15,5471,101,8,R000593,R,1
FL,16,FL16,5374,102,8,B001260,R,1
FL,16,FL16,5470,102,8,B001260,R,1
FL,16,FL16,5373,102,8,B001260,R,1
FL,16,FL16,5469,102,8,B001260,R,1
FL,16,FL16,5564,102,8,B001260,R,1
FL,17,FL17,5565,103,8,R000583,R,1
FL,17,FL17,5566,103,8,R000583,R,1
FL,17,FL17,5660,103,8,R000583,R,1
FL,17,FL17,5661,103,8,R000583,R,1
FL,17,FL17,5662,103,8,R000583,R,1
FL,18,FL18,4995,104,8,M001191,D,1
FL,18,FL18,4996,104,8,M001191,D,1
FL,18,FL18,4997,104,8,M001191,D,1
FL,18,FL18,4902,104,8,M001191,D,1
FL,18,FL18,4901,104,8,M001191,D,1
FL,19,FL19,5755,105,8,C001102,R,1
FL,19,FL19,5756,105,8,C001102,R,1
FL,19,FL19,5757,105,8,C001102,R,1
FL,19,FL19,5851,105,8,C001102,R,1
FL,19,FL19,5852,105,8,C001102,R,1
FL,20,FL20,5663,106,8,H000324,D,2
FL,20,FL20,5567,106,8,H000324,D,2
FL,20,FL20,5472,106,8,H000324,D,2
FL,20,FL20,5473,106,8,H000324,D,2
FL,20,FL20,5568,106,8,H000324,D,2
FL,21,FL21,5091,107,8,D000610,D,1
FL,21,FL21,5092,107,8,D000610,D,1
FL,21,FL21,5093,107,8,D000610,D,1
FL,21,FL21,5187,107,8,D000610,D,1
FL,21,FL21,5186,107,8,D000610,D,1
FL,22,FL22,5188,108,8,F000462,D,1
FL,22,FL22,5284,108,8,F000462,D,1
FL,22,FL22,5283,108,8,F000462,D,1
FL,22,FL22,5282,108,8,F000462,D,1
FL,22,FL22,5377,108,8,F000462,D,1
FL,23,FL23,5378,109,8,W000797,D,2
FL,23,FL23,5474,109,8,W000797,D,2
FL,23,FL23,5569,109,8,W000797,D,2
FL,23,FL23,5379,109,8,W000797,D,2
FL,23,FL23,5475,109,8,W000797,D,2
FL,24,FL24,5759,110,8,W000808,D,1
FL,24,FL24,5664,110,8,W000808,D,1
FL,24,FL24,5665,110,8,W000808,D,1
FL,24,FL24,5570,110,8,W000808,D,1
FL,24,FL24,5666,110,8,W000808,D,1
FL,25,FL25,5758,111,8,D000600,R,1
FL,25,FL25,5854,111,8,D000600,R,1
FL,25,FL25,5853,111,8,D000600,R,1
FL,25,FL25,5947,111,8,D000600,R,1
FL,25,FL25,5948,111,8,D000600,R,1
FL,26,FL26,6043,112,8,C001107,R,1
FL,26,FL26,6044,112,8,C001107,R,1
FL,26,FL26,6045,112,8,C001107,R,1
FL,26,FL26,6138,112,8,C001107,R,1
FL,26,FL26,6139,112,8,C001107,R,1
FL,27,FL27,5949,113,8,R000435,R,1
FL,27,FL27,5950,113,8,R000435,R,1
FL,27,FL27,5855,113,8,R000435,R,1
FL,27,FL27,5856,113,8,R000435,R,1
FL,27,FL27,5760,113,8,R000435,R,1
GA,1,GA1,4329,114,9,C001103,R,1
GA,1,GA1,4424,114,9,C001103,R,1
GA,1,GA1,4330,114,9,C001103,R,1
GA,1,GA1,4234,114,9,C001103,R,1
GA,1,GA1,4235,114,9,C001103,R,1
GA,2,GA2,4325,115,9,B000490,D,1
